ingredients,labels
"CORN SYRUP, SUGAR APPLE JUICE CONCENTRATE, MODIFIED CORN STARCH, GELATIN (PORK), SORBITOL, CITRIC ACID, NATURAL FLAVORS, SODIUM CITRATE, SODIUM ASCORBATE (VITAMIN C), COLORS (BLACK CARROT JUICE AND BETA-CAROTENE), ASCORBIC ACID (VITAMIN C), WHITE MINERAL OIL, CARNAUBA WAX.",
"SUGAR, COCOA BUTTER, WHOLE MILK, CHOCOLATE LIQUOR, SOY LECITHIN (ADDED AS AN EMULSIFIER), VANILLA.",
"GREEN BEANS, NON-HYDROGENATED CANOLA OIL, DEXTRIN, SALT.",
APPLE PUREE AND LEMON JUICE CONCENTRATE.,
"ENRICHED WHEAT FLOUR (BLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, ENZYME, FOLIC ACID), WATER, DOUGH CONDITIONER, SALT, YEAST, VEGETABLE SHORTENING.",
"CULTURED PASTEURIZED MILK AND CREAM, SALT, DRIED ONION, DRIED GARLIC, DRIED CHIVES, MICROBIAL ENZYMES, ANNATTO (COLOR)",
"WHEAT FLOUR*, CANE SUGAR*, INVERT CANE SYRUP*, PALM OIL*, WHOLE WHEAT FLOUR*, APPLES*, BLUEBERRIES*, CORN STARCH*, RICE STARCH*, DEXTROSE*, LEAVENING (BAKING SODA, CREAM OF TARTAR), VITAL WHEAT GLUTEN*, SEA SALT, TAPIOCA STARCH*, BLUEBERRY FLAVOR*, HONEY*, MOLASSES*, CITRIC ACID, WHEY PROTEIN CONCENTRATE* (MILK), ALGIN, SODIUM CITRATE, MONOCALCIUM PHOSPHATE.",
"SPICES (INCLUDING CHILI PEPPER, PAPRIKA, CUMIN, OREGANO), ONION, WHEY (MILK), DEXTROSE, SALT, POTATO STARCH, GARLIC, AND NATURAL FLAVOR.",
"HASS AVOCADO, SALT, SUGAR, *ONION, *RED BELL PEPPER, *GARLIC, ASCORBIC ACID (ADDED TO MAINTAIN FRESHNESS), XANTHAN GUM, CITRIC ACID (ADDED TO MAINTAIN FRESHNESS), *JALAPENO PEPPER, *CILANTRO.",
"SUGAR, GLUCOSE SYRUP, WATER, ARTIFICIAL FLAVOR, CITRIC ACID, ARTIFICIAL COLOUR (RED 40), TITANIUM DIOXIDE.",
"PARMESAN CHEESE (CULTURED PASTEURIZED MILK, SALT, ENZYMES), ROMANO CHEESE (CULTURED PASTEURIZED MILK, SALT, ENZYMES), ANTICAKE (POTATO STARCH, CORN STARCH, POWDERED CELLULOSE), NATAMYCIN (A NATURAL MOLD INHIBITOR).",
"CORN SYRUP, SUGAR, TITANIUM DIOXIDE (COLOR), SPEARMINT OIL*, YELLOW 5, BLUE 1.",
"WHITE CHOCOLATE (SUGAR, COCOA BUTTER, SKIM MILK, MILKFAT, SOY LECITHIN, SALT, NATURAL FLAVOR), MILK CHOCOLATE (SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN, SALT, ARTIFICIAL AND NATURAL FLAVORS), SUGAR, CORNSTARCH, LESS THAN 1% - CORN SYRUP, DEXTRIN, COLORING (INCLUDES RED 40, YELLOW 5, YELLOW 6, BLUE 1, BLUE 2, RED 40 LAKE, YELLOW 6 LAKE), CARNAUBA WAX, ARTIFICIAL AND NATURAL FLAVORS, GUM ACACIA.",
"AVOCADO, WHEAT FLOUR, WATER, SOYBEAN OIL, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CORNSTARCH, POTATO STICKS (POTATO, COTTONSEED OIL AND/OR PALM OIL, SALT), CONTAINS LESS THAN 2% OF THE FOLLOWING: ANCHO CHILI POWDER, ASCORBIC ACID, CITRIC ACID AND/OR SODIUM ACID SULFATE, DRIED GARLIC, DRIED ONION, GUAR GUM, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA), NATURAL FLAVOR, PAPRIKA (COLOR), SALT, SPICE EXTRACTIVES, SPICES, SUGAR, TURMERIC (COLOR) YEAST EXTRACT, YEAST. CONTAINS: WHEAT. SAUCE: WATER, SOYBEAN OIL, BUTTERMILK (MILK, CULTURE, MILK POWDER), GREEN JALAPENO PUREE (JALAPENOS, CITRIC ACID, SODIUM BENZOATE), CORN SYRUP, WHEY PROTEIN CONCENTRATE, CONTAINS LESS THAN 2% OF THE FOLLOWING: ARABIC GUM, CILANTRO, DEHYDRATED GARLIC, DEHYDRATED JALAPENO, DEHYDRATED ONION, DEHYDRATED PARSLEY, DISTILLED VINEGAR, EGG YOLK POWDER, JALAPENO PEPPER, MODIFIED CORN STARCH, SALT, SPICES, XANTHAN GUM.",
"COLBY CHEESE (CULTURED PASTEURIZED MILK, SALT, ENZYMES, ANNATTO COLOR), MONTEREY JACK CHEEESE (CULTURED PASTEURIZED MILK, SALT, ENZYMES), ANTICAKE (POTATO STARCH, CORN STARCH, POWDERED CELLULOSE), NATAMYCIN (A NATURAL MOLD INHIBITOR).",
"WATER, ENRICHED BLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), DEXTROSE, SUGAR, HIGH FRUCTOSE CORN SYRUP, PALM AND SOYBEAN OILS WITH TBHQ AND CITRIC ACID TO PROTECT FLAVOR, PALM OIL, COCOA PROCESSED WITH ALKALI, CORN SYRUP. CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: SOY FLOUR, SOY LECITHIN, DRIED EGGS, WHEY (MILK), BAKING SODA, MONO- AND DIGLYCERIDES, MALTODEXTRIN, SALT, MODIFIED CORN STARCH, DRIED EGG WHITES, CORN SYRUP SOLIDS, NATURAL AND ARTIFICIAL FLAVORS, PRESERVATIVES (POTASSIUM SORBATE, SORBIC ACID), BUTTERMILK, CALCIUM CASEINATE, SODIUM CASEINATE, POLYSORBATE 60.",
"CRUST (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, ENZYME], WATER, SOYBEAN OIL, CONTAINS 2% OR LESS OF: YEAST, SUGAR, VINEGAR, SALT, CULTURED WHEY, WHEY, DOUGH CONDITIONER [WHEAT FLOUR, ASCORBIC ACID, ENZYMES], SODIUM BICARBONATE, SOY LECITHIN [PROCESSING AID]), CHEESES (LOW MOISTURE PART SKIM MOZZARELLA CHEESE [PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES], LOW SODIUM LOW MOISTURE PART SKIM MOZZARELLA CHEESE [PASTEURIZED PART SKIM MILK, SKIM MILK, SALT, CHEESE CULTURES, ENZYMES]), SAUCE (WATER, TOMATOES, SPICE [SALT, SPICES, DEHYDRATED GARLIC, CITRIC ACID], OLIVE OIL, GARLIC).",
"INGREDIENTS: TOASTED RICE CEREAL (RICE, SUGAR, SALT, MALT FLAVOR, NIACINAMIDE, REDUCED IRON, VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), CORN SYRUP, FRUCTOSE, SUGAR, VEGETABLE OIL (SOYBEAN, PALM AND PALM KERNEL OIL WITH TBHQ FOR FRESHNESS), DRIED PUMPKIN, CORN SYRUP SOLIDS. CONTAINS 2% OR LESS OF VEGETABLE GLYCERIN, DEXTROSE, GELATIN, NONFAT MILK, MILK, NATURAL AND ARTIFICIAL FLAVORS, SALT, DATEM, CINNAMON, ACETYLATED MONOGLYCERIDES, GINGER, SOY LECITHIN, NUTMEG, ALLSPICE, BHT FOR FRESHNESS.",
"COCONUT WATER, SUGAR, MILK POWDER, COCOA POWDER",
"ENRICHED CORN MEAL (CORN MEAL, FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CORN, CANOLA AND/OR SUNFLOWER OIL), CARAMEL SEASONING (SUGAR, SKIM MILK, BROWN SUGAR, SALT, BUTTER [CREAM, SALT], GUM ARABIC, MALTODEXTRIN [MADE FROM CORN], LACTOSE, SUNFLOWER OIL, NATURAL FLAVOR, ARTIFICIAL COLOR [YELLOW 6 LAKE, YELLOW 5 LAKE, BLUE 2 LAKE], AND BUTTERMILK).",
"MILK, CANE SUGAR, CREAM, COCONUT OIL, CHICORY ROOT EXTRACT, DEXTROSE, COCOA (ALKALIZED), MINT, NATURAL FLAVOR, CAROB GUM, SUNFLOWER LECITHIN, CITRIC ACID, SOY LECITHIN.",
"PEANUTS, CORN SYRUP, YOGURT FLAVORED COATING (SUGAR, PALM KERNEL OIL, YOGURT POWDER [CULTURED WHEY PROTEIN CONCENTRATE, CULTURED SKIM MILK], NONFAT DRY MILK SOLIDS, SOY LECITHIN, NATURAL FLAVOR), WHOLE ROLLED OATS, RICE FLOUR, WHEAT FLAKES (WHEAT, SALT, MALT EXTRACT), CANOLA OIL (CANOLA OIL, ASCORBIC ACID - A PRESERVATIVE, ROSEMARY EXTRACT), GLYCERIN, PEANUT BUTTER, WHEAT FLAKES, SUGAR, HONEY, FRUCTOSE, SALT, NATURAL FLAVOR (CONTAINS PEANUTS), MOLASSES, CALCIUM CARBONATE, SEA SALT, DRIED MALT EXTRACT (CORN SYRUP SOLIDS, BARLEY MALT EXTRACT), COLOR (CARAMEL ANNATTO EXTRACT), ALMOND BUTTER, CASHEW BUTTER (CASHEWS, SUNFLOWER OIL), SOY LECITHIN.",
"WHEAT FLOUR, SUNFLOWER OIL, WHOLE WHEAT FLOUR, CANE SUGAR, SALT, OAT FIBER, SEA SALT, YEAST, NATURAL FLAVORS (CANOLA OIL, ROSEMARY EXTRACT, ASCORBIC ACID).",
"SCALLOPS, WATER, SODIUM TRIPOLYPHOSPHATE.",
"CREPE: UNBLEACHED WHEAT FLOUR, SUGAR*, CAGE-FREE EGGS, DEXTROSE*, CONCENTRATED BUTTER, NONFAT MILK POWDER, SALT, WHEAT GLUTEN. STRAWBERRY FILLING*: SUGAR, STRAWBERRY PUREE, GLUCOSE SYRUP (FROM WHEAT), GLYCERIN, PECTIN, NATURAL FLAVOR, CITRIC ACID, SODIUM CITRATE, SALT.",
"WATER, CORN SYRUP, SALT, HYDROLYZED SOY PROTEIN, CARAMEL COLOR, CITRIC ACID, POTASSIUM SORBATE (PRESERVATIVE).",
LETTUCE.,
"ENRICHED BLEACHED WHEAT FLOUR (WHEAT, FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), AMYLASE ENZYME.",
"NONFAT GREEK YOGURT (GRADE A PASTEURIZED SKIM MILK, LIVE AND ACTIVE CULTURES), DICED APPLES, WATER, WHOLE GRAIN OATS, CANE SUGAR, APPLE JUICE CONCENTRATE, CULTURED GRADE A SKIM MILK, CINNAMON, LEMON JUICE CONCENTRATE, GELLAN GUM.",
"ORGANIC ALLULOSE, ORGANIC MAPLE FLAVOR, ORGANIC CARAMEL COLOR",
"POPPING CANDY: SUGAR, GLUCOSE SYRUP, LACTOSE, CARBON DIXOIDE. FAIRYTALE FRUIT LOLLIPOP: ORGANIC PREBIOTIC TAPIOCA FIBER, ORGANIC SUGAR, ORGANIC RICE SYRUP, CITRIC ACID, NATURAL FLAVORS, COLORED WITH: ORGANIC CARROT CONCENTRATE, ORGANIC APPLE CONCENTRATE, ORGANIC BLACK CURRANT CONCENTRATE, TURMERIC.",
"SUGAR, CORN SYRUP, MODIFIED CORN STARCH, CITRIC ACID, NATURAL & ARTIFICIAL FLAVORS, CAMAUBA WAX, SODIUM CITRATE, RED 40.",
"CORN SYRUP (FROM CORN), SUGAR (FROM BEETS), WATER, GELATIN, CITRIC ACID, NATURAL AND ARTIFICIAL FLAVORS, FUMARIC ACID, PECTIN (DERIVED FROM FRUIT), FD&C RED #40, FD&C YELLOW #5, FD&C YELLOW #6, FD&C BLUE #1.",
"ORGANIC WHOLE WHEAT FLOUR, WATER, ORGANIC CINNAMON BITS (ORGANIC SUGAR, ORGANIC WHEAT FLOUR, ORGANIC CINNAMON, ORGANIC SUNFLOWER OIL), ORGANIC PUMPKIN PUREE, ORGANIC WHEAT FLOUR, ORGANIC HONEY, ORGANIC SUGAR, ORGANIC WHEAT GLUTEN, ORGANIC PUMPKIN SEEDS, ORGANIC SUNFLOWER SEEDS, YEAST, CONTAINS LESS THAN 2% OF EACH OF THE FOLLOWING: ORGANIC FLAXSEEDS, ORGANIC SESAME SEEDS, ORGANIC ROLLED OATS, SEA SALT, ORGANIC HIGH OLEIC SAFFLOWER OIL, ORGANIC CINNAMON, ORGANIC ALL SPICE, ORGANIC CLOVES, ORGANIC NUTMEG, CALCIUM SULFATE, SEA SALT, ASCORBIC ACID (DOUGH CONDITIONER), ENZYMES.",
"FILTERED WATER, CULTURED GRADE A PASTEURIZED NONFAT MILK (MILK), HIGH FRUCTOSE CORN SYRUP, DEXTROSE, ARTIFICIAL FLAVOR, CITRIC ACID, SUGAR, POTASSIUM SORBATE (TO MAINTAIN FRESHNESS), NATURAL COLORS (ANNATTO & BEEF EXTRACT) ASPARTAME*, SALT,, VITAMIN A PALMITATE, VITAMIN D3. CONTAINS VIABLE LACTOBACILLUS BULGARICUS, STREPTOCOCCUS THERMOPHILUS, LACTOBACILLUS ACIDOPHILLUS, LACTOBACILLUS CASEI AND BIFIDUS YOGURT CULTURES.",
"INGREDIENTS: PASTEURIZED GRADE A CREAM AND MILK, GUAR GUM, CARRAGEENAN, AND POTASSIUM SORBATE (TO MAINTAIN FRESHNESS).",
"KIMCHI FRIED RICE (BROWN RICE (WATER, BROWN RICE,SALT), VEGAN KIMCHI (NAPA CABBAGE, RADISH, WATER, GARLIC, ORGANIC CANE SUGAR, RED PEPPER, SEA SALT, GINGER, ONION,) TOFU (WATER, NON GMO SOYBEANS, CALCIUM, SULFATE, GLUCONO DELTA LACTONE) BROCCOLI, CARROT, CORN, EDAMAME, SCALLIONS, SESAME OIL, COCONUT AMINO, OLIVE OIL 80/20, GARLIC POWDER, WHITE PEPPER, NUTRITIONAL YEAST (DRY YEAST, NIACIN, PYRIDOXINE HYDROCHLORIDE, THIAMIN HYDROCHLORIDE, RIBOFLAVIN, FOLIC ACID, VITAMIN B12), TURMERIC, KOSHER SALT) ROAST PORK (GOCHUJANG PASTE (WATER, TAPIOCA SYRUP, BROWN RICE, RED PEPPER POWDER, SALT, GARLIC, ONION), MAPLE SYRUP) BROCCOLI (BROCCOLI FLORETS, SESAME OIL, SESAME SEED, KOSHER SALT)",
"PARMESAN CHEESE (CULTURED PASTEURIZED PART-SKIM MILK, SALT, ENZYMES [MICROBIAL]), ANTI-CAKING BLEND (POTATO STARCH, TAPIOCA STARCH, NATAMYCIN [A NATURAL MOLD INHIBITOR]).",
"CULTURED PASTEURIZED MILK, SALT, VEGETABLE ENZYMES, ANNATTO (FOR COLOR).",
"CHICKPEAS, ROASTED RED PEPPERS, SESAME TAHINI, CANOLA/OLIVE OIL BLEND, SALT, CITRIC ACID, NATURAL FLAVOR, GARLIC, SPICES, ACACIA GUM, XANTHAN GUM, GUAR GUM, POTASSIUM SORBATE AND SODIUM BENZOATE (TO MAINTAIN FRESHNESS).",
"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), WATER HIGH FRUCTOSE, CORN SYRUP POTATO FLOUR, YEAST, SOYBEAN OIL, WHEAT GLUTEN, SALT, CALCIUM PROPIONATE (PRESERVATIVE), MONOGLYCERIDES, DATEM, CORN FLOUR, CALCIUM SULFATE, MONOCALCIUM PHOSPHATE, CORNSTARCH, SPICE & COLORING, CITRIC ACID, SOY LECITHIN.",
"WATER, EXPELLER-PRESSED SOYBEAN OIL*, EXPELLER-PRESSED CANOLA OIL*, WHITE DISTILLED VINEGAR*, ASIAGO CHEESE* (MILK*, CHEESE CULTURES, SEA SALT, ENZYMES), APPLE CIDER VINEGAR*, SEA SALT, PARSLEY*, BASIL*, WHOLE EGG*, CANE SUGAR*, MUSTARD SEED*, XANTHAN GUM, CELLULOSE POWDER (TO PREVENT CLUMPING), BLACK PEPPER*.  * ORGANIC",
"ANCIENT GRAIN BLEND (CERTIFIED GLUTEN-FREE OATS, QUINOA FLOUR, PUFFED AMARANTH), BROWN RICE SYRUP, COCONUT, AVOCADO OIL, COCONUT OIL, MOLASSES, LIME POWDER (CORN SYRUP SOLIDS, LIME JUICE CONCENTRATE) CHIA SEEDS, PINK HIMALAYAN SALT, VITAMIN E (TO MAINTAIN",
"WATER, NONFAT MILK, SOY PROTEIN ISOLATE, SUGAR, CONTAINS 2% OR LESS OF CANOLA OIL, POLYDEXTROSE, COCOA PROCESSED WITH ALKALI, NATURAL AND ARTIFICIAL FLAVORS, GELLAN GUM, CARAMEL COLOR, CELLULOSE GUM, POTASSIUM CITRATE, DIPOTASSIUM PHOSPHATE, SUCRALOSE, ACESULFAME POTASSIUM. VITAMINS AND MINERALS: MAGNESIUM PHOSPHATE, TRICALCIUM PHOSPHATE, VITAMIN C (SODIUM ASCORBATE), VITAMIN E ACETATE, VITAMIN A PALMITATE, NIACINAMIDE, IRON (FERRIC PYROPHOSPHATE), CALCIUM PANTOTHENATE, ZINC SULFATE, VITAMIN D3, MANGANESE SULFATE, VITAMIN K1, VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN B6 PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), POTASSIUM IODIDE, CHROMIUM CHLORIDE, SODIUM SELENITE, FOLIC ACID, SODIUM MOLYBDATE, BIOTIN, VITAMIN B12.",
"ELBOW MACARONI (WATER, ENRICHED UNBLEACHED DURUM WHEAT SEMOLINA [DURUM WHEAT SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), CHEESE SAUCE (WHOLE MILK [MILK, VITAMIN D3], CHEDDAR CHEESE SPREAD [CHEDDAR CHEESE, PASTEURIZED MILK, CHEESE CULTURE, SALT, MICROBIAL ENZYMES), WATER, WHEY PROTEIN CONCENTRATE, MILK FAT, NONFAT MILK, SODIUM CITRATE, LACTIC ACID, SEA SALT, RICE STARCH, NATURAL FLAVOR, ANNATTO [COLOR], GROUND WHITE PEPPER), CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ANNATTO [COLOR], MICROBIAL ENZYMES).",
"INGREDIENTS: CHICKEN STOCK, DARK MEAT CHICKEN, ANDOUILLE SAUSAGE (PORK, WATER, SEASONINGS [SPICES, DEXTROSE, ONION POWDER, GARLIC POWDER], SALT, HICKORY CHAR OIL [SOYBEAN OIL, NATURAL HICKORY SMOKE FLAVOR], SODIUM NITRITE), CELERY, OKRA, GREEN PEPPERS, RICE, ONIONS, WATER, CONTAINS LESS THAN 2% OF: MODIFIED FOOD STARCH, SALT, NATURAL FLAVORING, CARROTS, SUGAR, DEHYDRATED ROASTED GARLIC, SOY PROTEIN ISOLATE, SODIUM PHOSPHATE, DEHYDRATED CHICKEN BROTH, POTATO FLOUR, WHEAT FLOUR, ONION POWDER, YEAST EXTRACT, SPICES, CHICKEN FAT, SOY LECITHIN, NONFAT DRY MILK, DEHYDRATED CHICKEN, CARROT POWDER.",
"CRUST: (WHEAT FLOUR, WATER, CORN OIL, YEAST, SALT), SAUCE: (TOMATOES, SALT, WATER, SPICES (OREGANO, SALT, BLACK PEPPER)), RBST FREE WHOLE MILK MOZZARELLA*: (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES) *OUR CHEESE IS MADE FROM MILK THAT IS RBST FREE. NO SIGNIFICANT DIFFERENCE HAS BEEN SHOWN BETWEEN MILK DERIVED FROM RBST TREATED AND NON-RBST TREATED COWS, SAUSAGE: (PORK, SALT, SPICES, FLAVORINGS), ALL NATURAL* UNCURED PEPPERONI: (NO NITRITES OR NITRATES ADDED* EXCEPT FOR NATURALLY OCCURRING IN CELERY JUICE AND CHERRY POWDER, PORK, SALT, CONTAINS 2% OR LESS OF TURBINADO SUGAR, SPICES, FLAVORING, CELERY JUICE POWDER, CHERRY POWDER, LACTIC ACID STARTER CULTURE, OLEORESIN OF PAPRIKA, LIME JUICE CONCENTRATE)",
"OLIVES, WATER, MINCED PIMENTO PASTE (PIMIENTO, SODIUM ALGINATE, GUAR GUM AND CALCIUM CHLORIDE), SALT, LACTIC ACID, CITRIC ACID, ASCORBIC ACID AND POTASSIUM SORBATE (PRESERVATIVE)",
"PRE-BAKED COOKIES (WHEAT FLOUR ENRICHED [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], SUGAR, SHORTENING [PALM OIL, MONO- AND DIGLYCERIDES, POLYSORBATE 60], WATER, CORN SYRUP, BAKING SODA, SALT, RED 3, BLUE 1, YELLOW 6), READY-TO-USE ICING (POWDERED SUGAR [SUGAR, CORN STARCH], WATER, SUGAR, CORN SYRUP, SALT, STEARIC ACID, AGAR, RED 40, BLUE 1, POTASSIUM SORBATE [PRESERVATIVE], SODIUM BENZOATE [PRESERVATIVE], ARTIFICIAL FLAVOR), ICING TUBES (SUGAR, SHORTENING [PALM OIL, CANOLA OIL, MONO- AND DIGLYCERIDES, POLYSORBATE 60], WATER, CORN SYRUP, MODIFIED CORN STARCH, SALT, TITANIUM DIOXIDE,[COLOR], POTASSIUM SORBATE [PRESERVATIVE], PROPYLENE GLYCOL, ARTIFICIAL FLAVOR, YELLOW 6, CITRIC ACID, BLUE 1, YELLOW 5, SODIUM BENZOATE [PRESERVATIVE]), CANDY BATS (DEXTROSE, CORN SYRUP, CITRIC ACID, CALCIUM STEARATE, TAPIOCA DEXTRIN, CONFECTIONER'S GLAZE, CARNAUBA WAX, ARTIFICIAL FLAVORS, TITANIUM DIOXIDE [COLOR], RED 40, YELLOW 6, RED 40 LAKE, YELLOW 5 LAKE, BLUE 1, BLUE 1 LAKE), CANDY BEADS (DEXTROSE, CORN SYRUP, CITRIC ACID, CALCIUM STEARATE, TAPIOCA DEXTRIN, CONFECTIONER'S GLAZE, CARNAUBA WAX, ARTIFICIAL FLAVORS, TITANIUM DIOXIDE [COLOR], RED 40, YELLOW 5, BLUE 1, YELLOW 6), SANDING SUGAR (SUGAR, CONFECTIONER'S GLAZE, RED 40, BLUE 1, CARNAUBA WAX, YELLOW 6, YELLOW 5), BUTTERSCOTCH CANDIES (SUGAR, CORN SYRUP, SALT, ARTIFICIAL FLAVOR, YELLOW 5, YELLOW 6, RED 40, BLUE 1)",
"Enriched Flour Bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Artificially Flavored Blueberry Bits (dextrose, palm oil, corn flour, citric acid, artificial flavor, blue lake 2, red lake 40), Palm Oil, Corn Syrup, Dextrose, Leavening (baking soda, sodium aluminum phosphate), Modified Corn Starch, Salt, Propylene Glycol Mono and Diesters, Mono and Diglycerides, DATEM, Soy Lecithin, Sodium Stearoyl Lactylate, Xanthan Gum, Cellulose Gum, Artificial Flavor, Nonfat Milk.",
"WATER, COCONUT MILK (COCONUT CREAM, WATER), APPLE JUICE CONCENTRATE, LEMONGRASS PUREE (LEMONGRASS, WATER), GINGER, NATIVE CORN STARCH, AND CONTAINS 2% OR LESS OF SEA SALT, SPICES, LIME JUICE CONCENTRATE, GARLIC, THAI BASIL LEAVES, XANTHAN GUM, RED CHILI PEPPER, OLEORESIN PAPRIKA.",
"SUGAR, CORN SYRUP, NATURAL & ARTIFICIAL FLAVORS, YELLOW #5 [TARTRAZINE], YELLOW #6, BLUE #1, RED #40, RED #3, TITANIUM, DIOXIDE [FOR COLOR], SOY LECITHIN, CANOLA OIL.",
"VEGETABLE BLEND (EGGPLANT, ONION, RED BELL PEPPER, GREEN BELL PEPPER, CARROT, BROCCOLI, ZUCCHINI), CRUSHED TOMATOES (TOMATOES, SALT, CITRIC ACID), SOY CRUMBLE (FILTERED WATER, NON-GMO SOY PROTEIN CONCENTRATE, NATURAL FLAVOR, CARAMEL COLOR, SEA SALT), MOZZARELLA CHEESE (PASTEURIZED CULTURED MILK, KOSHER ENZYMES, SALT), DICED TOMATOES (TOMATOES, SALT, CITRIC ACID), TOMATO PASTE (TOMATOES, SALT), FILTERED WATER, CANOLA OIL, SUGAR, SOLUBLE CORN FIBER, LEMON JUICE, SEA SALT, GARLIC, BASIL, OREGANO.",
"TOMATO, MANGO, PEACH, ONION, RED BELL PEPPER, APPLE JUICE CONCENTRATE, WATER, SUGAR, JALAPENO CHILI PEPPER, ANAHEIM CHILI PEPPER, SALT, CILANTRO, APPLE CIDER VINEGAR, LEMON JUICE CONCENTRATE, GARLIC POWDER, CALCIUM CHLORIDE, CITRIC ACID, SODIUM BENZOATE AND POTASSIUM SORBATE [ADDED AS A PRESERVATIVE], XANTHAN GUM, DRIED CUMIN, BLACK PEPPER.",
"STRAWBERRY FILLED BUTTER COOKIES: STRAWBERRY FILLING (38%) [SUGAR, APPLES, WATER, STRAWBERRY (1%), ARONIA FRUIT, THICKENERS (PECTINS, GLYCEROL), ACIDITY REGULATOR (CITRIC ACID, SODIUM CITRATES), GLUCOSE SYRUP, MODIFIED CORN STARCH (HYDROXY PROPYL DISTARCH PHOSPHATE), NATURAL FLAVORS, FIRMING AGENT (CALCIUM CITRATES)], WHEAT FLOUR (CONTAIN GLUTEN), SUGAR, BUTTER, MARGARINE [CONTAIN ONE OR MORE OF THE FOLLOWING PARTIALLY HYDROGENATED VEGETABLE FAT AND OIL: (SOYBEAN, CANOLA, SUNFLOWER, PALM, PALM KERNEL, COCONUT), WATER, SALT, ACIDITY REGULATOR (CITRIC ACID), EMULSIFIER: (MONO AND DIGLYCERIDES OF FATTY ACIDS)].",
"WATER, SALT, SUGAR, CORN SYRUP, CITRIC ACID, STRAWBERRY POWDER, STRAWBERRY FLAVOR, XANTHAN GUM, RED # 40, LEMON, PAPRIKA, SODIUM BENZOATE, AND POTASSIUM SORBATE AS PRESERVATIVE.",
"BEEF MEAT SAUCE (TOMATOES [TOMATOES, SEA SALT, CITRIC ACID], GROUND BEEF, BURGUNDY COOKING WINE [WINE GRAPES, SALT], ONIONS, CARROTS, CELERY, TOMATO PASTE [TOMATO PASTE, SALT, CITRIC ACID], HEAVY CREAM, NATURAL FLAVOR, CANOLA OIL, GARLIC, SALT, SPICES, UNBLEACHED ENRICHED FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], BASIL, PECTIN [LOW METHOXYL AMIDATED PECTIN, DISODIUM DIPHOSPHATE, DEXTROSE, TRICALCIUM PHOSPHATE], ROSEMARY), COOKED MAFALDA NOODLES (MAFALDA NOODLES [DURUM WHEAT SEMOLINA, NIACIN, FERROUS SULFATE {IRON}, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER), MOZZARELLA CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, POWDERED CELLULOSE), RICOTTA SAUCE (WHOLE MILK (MILK, VITAMIN D3], RICOTTA CHEESE [WHEY, CREAM, VINEGAR, CARRAGEENAN], MASCARPONE CHEESE [PASTEURIZED CREAM, ,ILK, NON FAT MILK SOLID, CITRIC ACID], CANOLA OIL, UNBLEACHED ENRICHED FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], BASIL, SALT, NATURAL FLAVOR, SPICES), PARSLEY.",
